date,ticker,open,high,low,close,volume,return_1d,rolling_mean_5,rolling_mean_20,rolling_std_5,rolling_std_20,momentum_10,drawdown_20,high_low_range,price_above_ma20,timestamp,signal,confidence,strategy_name,target_weight,approved_weight,risk_flag,risk_notes,executed_weight,turnover,transaction_cost,asset_return,strategy_gross_return,strategy_net_return
2024-01-25,AAA,102.48,104.05,101.86,103.38,844921,0.006425233644859807,102.038,,0.009588794135954726,,0.005348633667217717,-0.015240998285387719,0.02118398142774229,0,2024-01-25,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.006425233644859807,0.0,0.0
2024-01-26,AAA,103.81,104.59,100.54,101.46,966971,-0.018572257690075422,102.28999999999999,,0.012768386307549418,,-0.018477314501306075,-0.033530196227853026,0.039917208752217596,0,2024-01-26,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.018572257690075422,-0.0,-0.0
2024-01-29,AAA,101.17,104.05,100.94,104.02,952547,0.025231618371772235,102.84400000000001,102.769,0.016276171490167666,0.01210968229773234,0.01482926829268294,-0.009144598971232654,0.029898096519900014,1,2024-01-29,1.0,0.306491130407894,trend_momentum_v1,0.3333333333333333,0.3333333333333333,APPROVED,Approved,0.0,0.0,0.0,0.025231618371772235,0.0,0.0
2024-01-30,AAA,104.5,105.59,103.87,104.67,934232,0.006248798308017722,103.25,102.7895,0.01566522308524786,0.012191253095737195,0.037980959936533054,-0.0029529434177938407,0.01643259768797171,1,2024-01-30,1.0,0.3872161606688512,trend_momentum_v1,0.3333333333333333,0.3333333333333333,APPROVED,Approved,0.3333333333333333,0.3333333333333333,0.0003333333333333333,0.006248798308017722,0.0020829327693392408,0.0017495994360059075
2024-01-31,AAA,104.81,105.88,104.31,105.83,996355,0.011082449603515787,103.872,102.9,0.015808940717633748,0.012322467720370755,0.04081431943351688,0.0,0.014835112916942202,1,2024-01-31,1.0,0.39664086406591875,trend_momentum_v1,0.5,0.35,CAPPED,Max asset weight cap applied,0.3333333333333333,0.0,0.0,0.011082449603515787,0.0036941498678385956,0.0036941498678385956
2024-02-01,AAA,105.11,106.87,104.88,106.83,989256,0.009449116507606492,104.56199999999998,103.05799999999999,0.015882964542903243,0.012460092250495729,0.054798578199052095,0.0,0.018627726294112225,1,2024-02-01,1.0,0.44506967775732337,trend_momentum_v1,0.5,0.35,CAPPED,Max asset weight cap applied,0.35,0.016666666666666663,1.6666666666666664e-05,0.009449116507606492,0.003307190777662272,0.0032905241109956055
2024-02-02,AAA,106.33,106.67,105.39,106.18,1054895,-0.006084433211644535,105.506,103.1685,0.011213171979613669,0.012571367847453182,0.059680638722555024,-0.006084433211644535,0.012055000941796958,1,2024-02-02,1.0,0.4617396061009931,trend_momentum_v1,0.5,0.35,CAPPED,Max asset weight cap applied,0.35,0.0,0.0,-0.006084433211644535,-0.002129551624075587,-0.002129551624075587
2024-02-05,AAA,105.3,108.28,105.04,107.69,850468,0.014221133923526086,106.24000000000001,103.304,0.007851348011457987,0.012772174628902361,0.06360493827160485,0.0,0.030086358993406954,1,2024-02-05,1.0,0.47472162909223303,trend_momentum_v1,0.5,0.35,CAPPED,Max asset weight cap applied,0.35,0.0,0.0,0.014221133923526086,0.004977396873234129,0.004977396873234129
2024-02-06,AAA,107.95,108.17,105.3,105.67,965569,-0.018757544804531512,106.44000000000001,103.351,0.013996146563207468,0.013526804179235928,0.029520654715510464,-0.018757544804531512,0.027160026497586868,1,2024-02-06,1.0,0.3525967758321519,trend_momentum_v1,0.5,0.35,CAPPED,Max asset weight cap applied,0.35,0.0,0.0,-0.018757544804531512,-0.006565140681586029,-0.006565140681586029
2024-02-07,AAA,105.03,106.02,104.87,105.71,925183,0.0003785369546700501,106.41599999999998,103.5375,0.013042332300982295,0.011972008634905352,0.02910825545171325,-0.018386108273748758,0.010878819411597688,1,2024-02-07,1.0,0.3569838617001013,trend_momentum_v1,0.5,0.35,CAPPED,Max asset weight cap applied,0.35,0.0,0.0,0.0003785369546700501,0.00013248793413451752,0.00013248793413451752
2024-02-08,AAA,105.98,106.55,103.77,104.17,1101510,-0.014568158168574374,105.88399999999999,103.6045,0.013041943390240378,0.012408083683825816,0.007641710195395612,-0.03268641470888656,0.02668714601132765,1,2024-02-08,1.0,0.28021567186953783,trend_momentum_v1,0.5,0.0,BLOCKED,Below confidence threshold,0.35,0.0,0.0,-0.014568158168574374,-0.0050988553590010305,-0.0050988553590010305
2024-02-09,AAA,104.35,104.86,102.84,103.15,1049500,-0.0097916866660267,105.27799999999999,103.59349999999999,0.013225786658225611,0.0125738210083913,0.01665681056574031,-0.042158046243848,0.019583131362093997,0,2024-02-09,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.35,0.00035,-0.0097916866660267,-0.0,-0.00035
2024-02-12,AAA,103.56,103.8,101.98,102.58,959496,-0.005525933107125569,104.256,103.5975,0.007495584778940742,0.012488696656362831,-0.013843491636223781,-0.047451016807502966,0.017742249951257488,0,2024-02-12,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.005525933107125569,-0.0,-0.0
2024-02-13,AAA,102.73,104.15,102.28,103.55,1056406,0.009456034314681228,103.83200000000002,103.73299999999999,0.009324617877927885,0.012034639831914202,-0.010700296168911883,-0.03844368093602002,0.0180589087397393,0,2024-02-13,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.009456034314681228,0.0,0.0
2024-02-14,AAA,103.1,103.53,103.04,103.21,822606,-0.003283437952679935,103.332,103.8095,0.009032979166886116,0.011962402680273397,-0.024756685249929133,-0.04160089144767387,0.00474760197655261,0,2024-02-14,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.003283437952679935,-0.0,-0.0
2024-02-15,AAA,103.15,103.51,103.12,103.28,924709,0.0006782288537932057,103.154,103.90950000000001,0.00729268960299313,0.011910380141313598,-0.03323036600205931,-0.040950877518803996,0.003776142525174289,0,2024-02-15,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.0006782288537932057,0.0,0.0
2024-02-16,AAA,103.14,103.75,101.9,102.35,918832,-0.009004647560031054,102.994,104.01700000000001,0.00707957325256791,0.011830052721203367,-0.036070823130533225,-0.04958677685950419,0.018075232046897843,0,2024-02-16,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.009004647560031054,-0.0,-0.0
2024-02-19,AAA,102.88,103.18,101.88,102.33,1014597,-0.00019540791402050672,102.944,104.071,0.006720781753256433,0.01162500845496439,-0.049772495124895566,-0.049772495124895566,0.01270399687286242,0,2024-02-19,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.00019540791402050672,-0.0,-0.0
2024-02-20,AAA,102.72,103.21,101.35,102.25,823242,-0.0007817844229454085,102.684,104.0515,0.003914308607514755,0.011207495679907302,-0.03236490962430205,-0.050515368186461074,0.018190709046454763,0,2024-02-20,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.0007817844229454085,-0.0,-0.0
2024-02-21,AAA,101.97,102.21,100.99,102.19,874490,-0.0005867970660147215,102.47999999999999,104.025,0.003967787150245628,0.011205819689065673,-0.03329864724245579,-0.051072522982635316,0.011938545845973177,0,2024-02-21,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.0005867970660147215,-0.0,-0.0
2024-02-22,AAA,101.9,102.86,99.84,100.46,977192,-0.016929249437322658,101.916,103.87899999999999,0.007373094920517256,0.011685763928330007,-0.0356148603244697,-0.06713715293899158,0.030061716105912763,0,2024-02-22,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.016929249437322658,-0.0,-0.0
2024-02-23,AAA,100.64,101.74,100.18,101.19,1008709,0.007266573760700723,101.684,103.8655,0.008876777017904437,0.011096960478030165,-0.019001454192922984,-0.06035843625220538,0.015416543136673467,0,2024-02-23,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.007266573760700723,0.0,0.0
2024-02-26,AAA,101.56,102.06,100.88,101.26,946570,0.000691767961261025,101.47,103.72749999999999,0.008936660924562516,0.009374571599323105,-0.012868005459153786,-0.0597084223233354,0.01165317005727836,0,2024-02-26,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.000691767961261025,0.0,0.0
2024-02-27,AAA,101.31,102.54,100.69,102.21,920158,0.009381789452893363,101.462,103.6045,0.010346946875015434,0.009532233862419559,-0.012940608401738274,-0.05088680471724394,0.01809999021622159,0,2024-02-27,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.009381789452893363,0.0,0.0
2024-02-28,AAA,102.32,102.56,101.59,101.96,794906,-0.002445944623813756,101.41600000000001,103.41099999999999,0.010404968114967744,0.009088548492832364,-0.012111229532022039,-0.05320828303463654,0.009513534719497832,0,2024-02-28,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.002445944623813756,-0.0,-0.0
2024-02-29,AAA,101.51,102.28,100.8,101.92,717448,-0.0003923107100822776,101.708,103.1655,0.005132623176433346,0.00870451742224207,-0.013168086754453912,-0.05357971956541918,0.014521193092621704,0,2024-02-29,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.0003923107100822776,-0.0,-0.0
2024-03-01,AAA,101.32,101.95,98.85,99.25,713727,-0.02619701726844581,101.32,102.819,0.013313596942921897,0.010196939499093376,-0.030288226673180207,-0.07837310799517128,0.03123425692695223,0,2024-03-01,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.02619701726844581,-0.0,-0.0
2024-03-04,AAA,99.71,100.09,99.18,99.27,899170,0.00020151133501244978,100.922,102.398,0.013274063104621484,0.009376555116447045,-0.029903254177660488,-0.060921388704947455,0.009166918505087102,0,2024-03-04,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.00020151133501244978,0.0,0.0
2024-03-05,AAA,99.31,99.97,98.68,99.25,650964,-0.00020147073637555302,100.33,102.077,0.011444349307990561,0.00873786568876525,-0.02933985330073352,-0.06111058556427962,0.012997481108312262,0,2024-03-05,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.00020147073637555302,-0.0,-0.0
2024-03-06,AAA,99.94,99.94,98.76,99.19,800915,-0.0006045340050377934,99.776,101.751,0.01160800904324693,0.00872005931177989,-0.029357079949114406,-0.04780647019295381,0.011896360520213657,0,2024-03-06,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.0006045340050377934,-0.0,-0.0
2024-03-07,AAA,99.44,100.46,98.62,99.32,625449,0.001310615989515096,99.256,101.5085,0.011816206501057013,0.00833950405065884,-0.01134780011945058,-0.04084983099951722,0.01852597664115978,0,2024-03-07,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.001310615989515096,0.0,0.0
2024-03-08,AAA,99.4,100.07,99.13,99.65,837436,0.0033225936367298203,99.336,101.3335,0.0015778062705703443,0.00823835353303442,-0.015218895147741773,-0.0376629647513278,0.009433015554440519,0,2024-03-08,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.0033225936367298203,0.0,0.0
2024-03-11,AAA,99.69,100.58,99.68,99.99,745281,0.003411941796286788,99.47999999999999,101.204,0.0018923327174926253,0.008261818613758284,-0.012541971163341992,-0.034379526798647975,0.009000900090008916,0,2024-03-11,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.003411941796286788,0.0,0.0
2024-03-12,AAA,100.25,100.79,99.09,99.43,597257,-0.00560056005600551,99.51599999999999,100.99799999999999,0.003723347339878347,0.007914067022800347,-0.027198904216808373,-0.037277304415181955,0.017097455496329104,0,2024-03-12,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.00560056005600551,-0.0,-0.0
2024-03-13,AAA,99.68,102.3,99.1,101.69,738337,0.022729558483355117,100.01599999999999,100.922,0.01055521467361498,0.009640861059816609,-0.00264809729305604,-0.01539504260263369,0.031468187629068764,1,2024-03-13,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.022729558483355117,0.0,0.0
2024-03-14,AAA,102.26,103.36,100.76,101.71,649183,0.000196676172681709,100.494,100.84349999999999,0.010664661471834161,0.009637845899127423,-0.002060439560439664,-0.006253053248656548,0.025562874840231977,1,2024-03-14,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.000196676172681709,0.0,0.0
2024-03-15,AAA,101.76,102.76,101.66,102.34,535418,0.006194081211287061,101.032,100.84299999999999,0.010641692827904035,0.009549133433399538,0.031133501259445806,0.0,0.010748485440687986,1,2024-03-15,1.0,0.373158004032812,trend_momentum_v1,1.0,0.35,CAPPED,Max asset weight cap applied,0.0,0.0,0.0,0.006194081211287061,0.0,0.0
2024-03-18,AAA,102.8,104.09,101.81,102.64,767134,0.0029314051201876357,101.562,100.8585,0.010666123691527786,0.009570672694080228,0.033947819079278796,0.0,0.022213561964146544,1,2024-03-18,1.0,0.38292734417467494,trend_momentum_v1,1.0,0.35,CAPPED,Max asset weight cap applied,0.35,0.35,0.00035,0.0029314051201876357,0.0010259917920656724,0.0006759917920656723
2024-03-19,AAA,103.19,103.69,102.25,102.82,700655,0.0017537022603273389,102.24,100.887,0.009194365554792448,0.00957384607108296,0.03596977329974793,0.0,0.014005057381832307,1,2024-03-19,1.0,0.3899922837825567,trend_momentum_v1,1.0,0.35,CAPPED,Max asset weight cap applied,0.35,0.0,0.0,0.0017537022603273389,0.0006137957911145686,0.0006137957911145686
2024-03-20,AAA,103.27,103.87,103.05,103.41,541029,0.005738183232834038,102.58399999999999,100.94800000000001,0.002571878494788195,0.009646445997768626,0.042544611351950756,0.0,0.00792960061889573,1,2024-03-20,1.0,0.4127319672401953,trend_momentum_v1,1.0,0.35,CAPPED,Max asset weight cap applied,0.35,0.0,0.0,0.005738183232834038,0.002008364131491913,0.002008364131491913
2024-03-21,AAA,103.82,104.66,103.58,103.98,513384,0.0055120394545982165,103.03800000000001,101.124,0.001962295001909979,0.008759937103982176,0.046919049536850777,0.0,0.010386612810155783,1,2024-03-21,1.0,0.4313669092390445,trend_momentum_v1,1.0,0.35,CAPPED,Max asset weight cap applied,0.35,0.0,0.0,0.0055120394545982165,0.0019292138091093756,0.0019292138091093756
2024-03-22,AAA,103.93,105.49,103.35,105.18,737528,0.011540680900173239,103.606,101.3235,0.0037808402920095916,0.008951386750679299,0.055494229804315065,0.0,0.020346073397984412,1,2024-03-22,1.0,0.46066210400005536,trend_momentum_v1,1.0,0.35,CAPPED,Max asset weight cap applied,0.35,0.0,0.0,0.011540680900173239,0.0040392383150606335,0.0040392383150606335
2024-03-25,AAA,105.68,107.08,105.48,105.99,475233,0.007701083856246349,104.276,101.55999999999999,0.003567979283902247,0.00903537411824777,0.060006000600060005,0.0,0.01509576375129724,1,2024-03-25,1.0,0.4761383491567809,trend_momentum_v1,1.0,0.35,CAPPED,Max asset weight cap applied,0.35,0.0,0.0,0.007701083856246349,0.002695379349686222,0.002695379349686222
2024-03-26,AAA,105.23,105.83,104.99,105.13,541383,-0.008113973016322329,104.73799999999999,101.70599999999999,0.007441182468684826,0.009162172145666732,0.05732676254651503,-0.008113973016322329,0.007990107485969785,1,2024-03-26,1.0,0.4662855233665523,trend_momentum_v1,1.0,0.35,CAPPED,Max asset weight cap applied,0.35,0.0,0.0,-0.008113973016322329,-0.002839890555712815,-0.002839890555712815
2024-03-27,AAA,104.53,104.58,104.1,104.41,646679,-0.006848663559402612,104.93800000000002,101.8285,0.008894435691439672,0.00931235070756268,0.026747959484708428,-0.014907066704406113,0.004597260798774102,1,2024-03-27,1.0,0.35869654304311943,trend_momentum_v1,1.0,0.35,CAPPED,Max asset weight cap applied,0.35,0.0,0.0,-0.006848663559402612,-0.002397032245790914,-0.002397032245790914
2024-03-28,AAA,104.41,104.41,103.83,104.05,659987,-0.0034479455990805707,104.952,101.935,0.00890203508779707,0.009365270836209036,0.023006587356208863,-0.018303613548447895,0.005574243152330594,1,2024-03-28,1.0,0.3454032901109471,trend_momentum_v1,1.0,0.35,CAPPED,Max asset weight cap applied,0.35,0.0,0.0,-0.0034479455990805707,-0.0012067809596781997,-0.0012067809596781997
2024-03-29,AAA,103.81,104.54,102.65,102.81,654371,-0.01191734742912054,104.478,102.113,0.007476030232067698,0.0075437588941407235,0.004592534688294014,-0.03000283045570329,0.018383425736796036,1,2024-03-29,1.0,0.2877847755560013,trend_momentum_v1,1.0,0.0,BLOCKED,Below confidence threshold,0.35,0.0,0.0,-0.01191734742912054,-0.004171071600192189,-0.004171071600192189
2024-04-01,AAA,102.59,103.82,102.25,103.53,480942,0.007003209804493649,103.98599999999999,102.326,0.007191812811826897,0.007621273054830657,0.008671083398285262,-0.023209736767619504,0.015164686564280818,1,2024-04-01,1.0,0.30176901793838345,trend_momentum_v1,1.0,0.35,CAPPED,Max asset weight cap applied,0.0,0.35,0.00035,0.007003209804493649,0.0,-0.00035
2024-04-02,AAA,103.1,104.21,102.75,104.1,430574,0.005505650536076434,103.78,102.5685,0.00808293028407383,0.007636189871849337,0.012448939894962097,-0.017831870931219962,0.014024975984630103,1,2024-04-02,1.0,0.3149355776129323,trend_momentum_v1,1.0,0.35,CAPPED,Max asset weight cap applied,0.35,0.35,0.00035,0.005505650536076434,0.0019269776876267518,0.0015769776876267518
2024-04-03,AAA,103.7,104.26,102.56,103.62,450718,-0.004610951008645392,103.622,102.79,0.007800274664112547,0.007770957144360148,0.0020307513780100095,-0.022360600056609004,0.016406099208647006,1,2024-04-03,1.0,0.27796654053168446,trend_momentum_v1,1.0,0.0,BLOCKED,Below confidence threshold,0.35,0.0,0.0,-0.004610951008645392,-0.001613832853025887,-0.001613832853025887
2024-04-04,AAA,102.82,103.61,102.71,103.37,590245,-0.0024126616483304275,103.48600000000002,102.99249999999999,0.007748995566260394,0.00783808645779128,-0.005866512790921319,-0.024719313142749222,0.008706587984908636,1,2024-04-04,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.35,0.00035,-0.0024126616483304275,-0.0,-0.00035
2024-04-05,AAA,103.0,103.73,102.1,102.34,469435,-0.009964206249395424,103.39200000000001,103.127,0.007101269834301908,0.00827368883295595,-0.027001331051530686,-0.034437211057646855,0.015927301153019442,0,2024-04-05,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.009964206249395424,-0.0,-0.0
2024-04-08,AAA,102.22,104.89,101.95,104.14,566314,0.017588430721125592,103.51400000000001,103.3345,0.010707182247115038,0.00903089143861729,-0.017454476837437394,-0.017454476837437394,0.028231227194161684,1,2024-04-08,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.017588430721125592,0.0,0.0
2024-04-09,AAA,104.18,104.74,102.48,102.83,538287,-0.012579220280391823,103.25999999999999,103.50450000000001,0.01188759308642618,0.00946729770151099,-0.02187767525920281,-0.029814133408812116,0.02197802197802189,0,2024-04-09,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.012579220280391823,-0.0,-0.0
2024-04-10,AAA,102.52,103.2,102.09,103.05,600213,0.0021394534668870424,103.146,103.57249999999999,0.011956237475150946,0.008080994314618813,-0.01302557226319323,-0.027738465893008768,0.010771470160116443,0,2024-04-10,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.0021394534668870424,0.0,0.0
2024-04-11,AAA,102.84,104.81,102.8,104.28,496720,0.011935953420669554,103.328,103.701,0.013203057882766291,0.008460296704656626,0.002210475732820738,-0.01613359750919896,0.019275028768699704,1,2024-04-11,1.0,0.27601055242241024,trend_momentum_v1,0.5,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,0.011935953420669554,0.0,0.0
2024-04-12,AAA,105.27,105.86,101.48,101.9,410585,-0.02282316839278864,103.23999999999998,103.679,0.016828068709488303,0.009933495143092871,-0.008851279058457284,-0.03858854608925355,0.042983316977428805,0,2024-04-12,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.02282316839278864,-0.0,-0.0
2024-04-15,AAA,100.59,101.68,99.8,101.56,648341,-0.0033366045142296796,102.724,103.625,0.013375840865118427,0.009929425446739231,-0.01902830097556263,-0.04179639588640427,0.018511224891689736,0,2024-04-15,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.0033366045142296796,-0.0,-0.0
2024-04-16,AAA,101.18,101.3,99.96,100.55,435043,-0.009944860181173687,102.268,103.5115,0.013047193884037609,0.010133283121633573,-0.03410182516810756,-0.05132559675441073,0.013326703132769801,0,2024-04-16,0.0,0.1875,trend_momentum_v1,0.0,0.0,BLOCKED,Below confidence threshold,0.0,0.0,0.0,-0.009944860181173687,-0.0,-0.0
